Constructor,D.O.B,Driver,Grid Pos,Nationality,Podium,Points,Round,Season,Status,Time,Track,URL
kurtis_kraft,1914-07-13,hanks,12,American,12,0.0,2,1951,Engine,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1909-03-06,schindler,16,American,13,0.0,2,1951,Engine,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
deidt,1906-05-26,rose,5,American,14,0.0,2,1951,Accident,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kuzma,1920-02-16,faulkner,14,American,15,0.0,2,1951,Engine,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
pawl,1929-08-08,davies,27,American,16,0.0,2,1951,Axle,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1913-08-21,agabashian,11,American,17,0.0,2,1951,Clutch,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1914-07-03,scarborough,15,American,18,0.0,2,1951,Heat shield fire,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
hall,1927-12-15,mackey,33,American,19,0.0,2,1951,Clutch,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
marchese,1919-10-15,stevenson,19,American,20,0.0,2,1951,Heat shield fire,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1918-07-04,parsons,8,American,21,0.0,2,1951,Magneto,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1919-09-30,green,10,American,22,0.0,2,1951,Engine,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1930-03-11,ruttman,6,American,23,0.0,2,1951,Engine,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
schroeder,1913-04-10,dinsmore,32,American,24,0.0,2,1951,Overheating,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1902-07-19,miller,28,American,25,0.0,2,1951,Ignition,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1911-12-30,walt_brown,13,American,26,0.0,2,1951,Magneto,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
bromme,1921-01-10,ward,25,American,27,0.0,2,1951,Oil pipe,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
kurtis_kraft,1916-02-06,griffith,18,American,28,0.0,2,1951,Axle,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
trevis,1918-12-13,vukovich,20,American,29,0.0,2,1951,Oil leak,,indianapolis,http://en.wikipedia.org/wiki/1951_Indianapolis_500
alfa,1906-10-30,farina,2,Italian,1,8.0,3,1951,Finished,9946200.0,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
ferrari,1918-07-13,ascari,4,Italian,2,6.0,3,1951,Finished,10117200.0,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
ferrari,1909-05-16,villoresi,3,Italian,3,4.0,3,1951,Finished,10208100.0,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1905-11-05,rosier,7,French,4,3.0,3,1951,+2 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1904-10-08,cabantous,8,French,5,2.0,3,1951,+2 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1918-10-06,andre_pilette,12,Belgian,6,0.0,3,1951,+3 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1916-08-11,claes,11,Belgian,7,0.0,3,1951,+3 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1905-12-22,levegh,13,French,8,0.0,3,1951,+4 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
alfa,1911-06-24,fangio,1,Argentine,9,1.0,3,1951,+4 Laps,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1899-08-03,chiron,9,Monegasque,10,0.0,3,1951,Engine,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
alfa,1911-03-28,sanesi,6,Italian,11,0.0,3,1951,Radiator,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
ferrari,1906-10-12,taruffi,5,Italian,12,0.0,3,1951,Transmission,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
lago,1896-12-28,etancelin,10,French,13,0.0,3,1951,Transmission,,spa,http://en.wikipedia.org/wiki/1951_Belgian_Grand_Prix
alfa,1898-06-09,fagioli,7,Italian,1,4.0,4,1951,Finished,12131000.0,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
alfa,1911-06-24,fangio,7,Argentine,1,5.0,4,1951,Finished,12131000.0,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1922-10-05,gonzalez,6,Argentine,2,3.0,4,1951,Finished,12189200.0,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1918-07-13,ascari,6,Italian,2,3.0,4,1951,Finished,12189200.0,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1909-05-16,villoresi,4,Italian,3,4.0,4,1951,+3 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1911-07-02,reg_parnell,9,British,4,3.0,4,1951,+4 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
alfa,1906-10-30,farina,2,Italian,5,2.0,4,1951,+4 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1899-08-03,chiron,8,Monegasque,6,0.0,4,1951,+6 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1904-10-08,cabantous,11,French,7,0.0,4,1951,+6 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1907-04-12,chaboud,14,French,8,0.0,4,1951,+8 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1910-08-10,guy_mairesse,19,French,9,0.0,4,1951,+11 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
alfa,1911-03-28,sanesi,5,Italian,10,0.0,4,1951,+19 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
alfa,1898-06-09,fagioli,1,Italian,11,0.0,4,1951,+22 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
alfa,1911-06-24,fangio,1,Argentine,11,0.0,4,1951,+22 Laps,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1916-08-11,claes,12,Belgian,12,0.0,4,1951,Accident,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1905-11-05,rosier,13,French,13,0.0,4,1951,Transmission,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
lago,1896-12-28,etancelin,10,French,14,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
simca,1921-05-20,gordini,17,French,15,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
maserati,1921-06-29,schell,22,American,16,0.0,4,1951,Overheating,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
simca,1917-10-30,trintignant,18,French,17,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1918-07-13,ascari,3,Italian,18,0.0,4,1951,Gearbox,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
simca,1920-01-05,simon,21,French,19,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
simca,1917-04-12,manzon,23,French,20,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
maserati,1923-12-19,marimon,15,Argentine,21,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
maserati,1914-05-18,graffenried,16,Swiss,22,0.0,4,1951,Transmission,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1914-11-12,whitehead,20,British,23,0.0,4,1951,Engine,,reims,http://en.wikipedia.org/wiki/1951_French_Grand_Prix
ferrari,1922-10-05,gonzalez,1,Argentine,1,8.0,5,1951,Finished,9738200.0,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
alfa,1911-06-24,fangio,2,Argentine,2,6.0,5,1951,Finished,9789200.0,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
ferrari,1909-05-16,villoresi,5,Italian,3,4.0,5,1951,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
alfa,1903-06-09,bonetto,7,Italian,4,3.0,5,1951,+3 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
brm,1911-07-02,reg_parnell,20,British,5,2.0,5,1951,+5 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
alfa,1911-03-28,sanesi,6,Italian,6,0.0,5,1951,+6 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
brm,1912-10-07,peter_walker,19,British,7,0.0,5,1951,+6 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
era,1915-01-28,shawe_taylor,12,British,8,0.0,5,1951,+6 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
ferrari,1914-11-12,whitehead,8,British,9,0.0,5,1951,+7 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
lago,1905-11-05,rosier,9,French,10,0.0,5,1951,+7 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
era,1914-01-19,gerard,10,British,11,0.0,5,1951,+8 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
lago,1920-04-30,duncan_hamilton,11,British,12,0.0,5,1951,+9 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
lago,1916-08-11,claes,14,Belgian,13,0.0,5,1951,+10 Laps,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
alfa,1906-10-30,farina,3,Italian,14,1.0,5,1951,Clutch,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
alta,1913-03-13,kelly,18,Irish,15,0.0,5,1951,Not classified,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
ferrari,1918-07-13,ascari,4,Italian,16,0.0,5,1951,Gearbox,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
maserati,1907-09-22,parker,16,British,17,0.0,5,1951,Oil leak,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
maserati,1909-12-28,murray,15,British,18,0.0,5,1951,Engine,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
lago,1899-08-03,chiron,13,Monegasque,19,0.0,5,1951,Brakes,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
maserati,1914-05-10,john_james,17,British,20,0.0,5,1951,Radiator,,silverstone,http://en.wikipedia.org/wiki/1951_British_Grand_Prix
ferrari,1918-07-13,ascari,1,Italian,1,8.0,6,1951,Finished,12183300.0,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
alfa,1911-06-24,fangio,3,Argentine,2,7.0,6,1951,Finished,12213800.0,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
ferrari,1922-10-05,gonzalez,2,Argentine,3,4.0,6,1951,Finished,12462300.0,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
ferrari,1909-05-16,villoresi,5,Italian,4,3.0,6,1951,Finished,12533500.0,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
ferrari,1906-10-12,taruffi,6,Italian,5,2.0,6,1951,Finished,12652400.0,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
ferrari,1912-04-19,fischer,8,Swiss,6,0.0,6,1951,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
simca,1917-04-12,manzon,9,French,7,0.0,6,1951,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1905-11-05,rosier,15,French,8,0.0,6,1951,+1 Lap,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1905-12-22,levegh,19,French,9,0.0,6,1951,+2 Laps,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1926-10-30,swaters,22,American,10,0.0,6,1951,+2 Laps,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1916-08-11,claes,18,Belgian,11,0.0,6,1951,+3 Laps,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1904-10-08,cabantous,11,French,12,0.0,6,1951,Accident,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
simca,1917-10-30,trintignant,14,French,13,0.0,6,1951,Engine,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
alfa,1903-06-09,bonetto,10,Italian,14,0.0,6,1951,Magneto,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1920-04-30,duncan_hamilton,20,British,15,0.0,6,1951,Oil pressure,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
alfa,1911-06-20,pietsch,7,German,16,0.0,6,1951,Accident,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
simca,1920-01-05,simon,12,French,17,0.0,6,1951,Engine,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
alfa,1906-10-30,farina,4,Italian,18,0.0,6,1951,Overheating,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1896-12-28,etancelin,21,French,19,0.0,6,1951,Gearbox,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
lago,1899-08-03,chiron,13,Monegasque,20,0.0,6,1951,Ignition,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
maserati,1916-09-15,branca,17,Swiss,21,0.0,6,1951,Engine,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
maserati,1914-05-18,graffenried,16,Swiss,22,0.0,6,1951,Engine,,nurburgring,http://en.wikipedia.org/wiki/1951_German_Grand_Prix
ferrari,1918-07-13,ascari,3,Italian,1,8.0,7,1951,Finished,9759300.0,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
ferrari,1922-10-05,gonzalez,4,Argentine,2,6.0,7,1951,Finished,9783900.0,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1903-06-09,bonetto,7,Italian,3,2.0,7,1951,+1 Lap,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1906-10-30,farina,7,Italian,3,3.0,7,1951,+1 Lap,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
ferrari,1909-05-16,villoresi,5,Italian,4,3.0,7,1951,+1 Lap,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
ferrari,1906-10-12,taruffi,6,Italian,5,2.0,7,1951,+2 Laps,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
simca,1920-01-05,simon,11,French,6,0.0,7,1951,+6 Laps,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1905-11-05,rosier,15,French,7,0.0,7,1951,+7 Laps,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1904-10-08,cabantous,14,French,8,0.0,7,1951,+8 Laps,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
osca,1908-06-05,rol,18,Italian,9,0.0,7,1951,+13 Laps,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1911-06-24,fangio,1,Argentine,10,0.0,7,1951,Engine,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
simca,1917-10-30,trintignant,12,French,11,0.0,7,1951,Engine,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
simca,1917-04-12,manzon,13,French,12,0.0,7,1951,Engine,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1899-08-03,chiron,17,Monegasque,13,0.0,7,1951,Ignition,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1905-12-22,levegh,20,French,14,0.0,7,1951,Engine,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1926-10-30,swaters,22,American,15,0.0,7,1951,Overheating,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1906-10-30,farina,2,Italian,16,0.0,7,1951,Engine,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
lago,1916-08-11,claes,21,Belgian,17,0.0,7,1951,Oil pump,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1914-05-18,graffenried,9,Swiss,18,0.0,7,1951,Supercharger,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
ferrari,1914-11-12,whitehead,19,British,19,0.0,7,1951,Magneto,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
ferrari,1907-07-14,landi,16,Brazilian,20,0.0,7,1951,Transmission,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
brm,1911-07-02,reg_parnell,8,British,21,0.0,7,1951,Withdrew,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
brm,1911-08-21,richardson,10,British,22,0.0,7,1951,Withdrew,,monza,http://en.wikipedia.org/wiki/1951_Italian_Grand_Prix
alfa,1911-06-24,fangio,2,Argentine,1,9.0,8,1951,Finished,10014100.0,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
ferrari,1922-10-05,gonzalez,3,Argentine,2,6.0,8,1951,Finished,10068380.0,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
alfa,1906-10-30,farina,4,Italian,3,4.0,8,1951,Finished,10119640.0,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
ferrari,1918-07-13,ascari,1,Italian,4,3.0,8,1951,+2 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
alfa,1903-06-09,bonetto,8,Italian,5,2.0,8,1951,+2 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
alfa,1914-05-18,graffenried,6,Swiss,6,0.0,8,1951,+4 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1905-11-05,rosier,20,French,7,0.0,8,1951,+6 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1896-12-28,etancelin,13,French,8,0.0,8,1951,+7 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
simca,1917-04-12,manzon,9,French,9,0.0,8,1951,+7 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
maserati,1921-03-21,godia,17,Spanish,10,0.0,8,1951,+10 Laps,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
ferrari,1909-05-16,villoresi,5,Italian,11,0.0,8,1951,Ignition,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
simca,1920-01-05,simon,10,French,12,0.0,8,1951,Engine,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1916-08-11,claes,15,Belgian,13,0.0,8,1951,Accident,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
ferrari,1906-10-12,taruffi,7,Italian,14,0.0,8,1951,Wheel,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
simca,1917-10-30,trintignant,11,French,15,0.0,8,1951,Engine,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1905-07-25,grignard,16,French,16,0.0,8,1951,Engine,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1904-10-08,cabantous,14,French,17,0.0,8,1951,Accident,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
lago,1899-08-03,chiron,12,Monegasque,18,0.0,8,1951,Ignition,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
maserati,1914-07-15,bira,19,Thai,19,0.0,8,1951,Engine,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
maserati,1903-11-23,jover,18,Spanish,20,0.0,8,1951,Engine,,pedralbes,http://en.wikipedia.org/wiki/1951_Spanish_Grand_Prix
ferrari,1906-10-12,taruffi,2,Italian,1,9.0,1,1952,Finished,10906100.0,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1912-04-19,fischer,5,Swiss,2,6.0,1,1952,Finished,11063300.0,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
gordini,1921-02-16,behra,7,French,3,4.0,1,1952,+1 Lap,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
frazer_nash,1916-03-21,wharton,13,British,4,3.0,1,1952,+2 Laps,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
cooper,1919-11-20,alan_brown,15,British,5,2.0,1,1952,+3 Laps,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
maserati,1914-05-18,graffenried,8,Swiss,6,0.0,1,1952,+4 Laps,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1910-03-30,hirt,19,Swiss,7,0.0,1,1952,+6 Laps,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
cooper,1920-07-18,brandon,17,British,8,0.0,1,1952,+7 Laps,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
simca,1914-07-15,bira,11,Thai,9,0.0,1,1952,Engine,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1906-10-30,farina,4,Italian,10,0.0,1,1952,Magneto,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1920-01-05,simon,4,French,10,0.0,1,1952,Magneto,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
maserati,1921-06-29,schell,18,American,11,0.0,1,1952,Engine,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
hwm,1929-09-17,moss,9,British,12,0.0,1,1952,Withdrew,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
hwm,1919-09-02,macklin,12,British,13,0.0,1,1952,Withdrew,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
gordini,1917-04-12,manzon,3,French,14,0.0,1,1952,Radiator,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1906-10-30,farina,1,Italian,15,0.0,1,1952,Magneto,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
hwm,1931-11-06,collins,6,British,16,0.0,1,1952,Halfshaft,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
hwm,1913-03-21,abecassis,10,British,17,0.0,1,1952,Halfshaft,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
afm,1900-12-27,hans_stuck,14,German,18,0.0,1,1952,Engine,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
veritas,1906-01-25,ulmen,16,German,19,0.0,1,1952,Fuel leak,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
ferrari,1905-11-05,rosier,20,French,20,0.0,1,1952,Accident,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
simca,1918-10-06,terra,21,Swiss,21,0.0,1,1952,Magneto,,bremgarten,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix
kuzma,1930-03-11,ruttman,7,American,1,8.0,2,1952,Finished,13961880.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1928-07-16,rathmann,10,American,2,6.0,2,1952,Finished,14204210.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1914-07-13,hanks,5,American,3,4.0,2,1952,Finished,14333490.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
lesovsky,1913-05-05,darter,6,American,4,3.0,2,1952,Finished,14370220.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1918-01-24,cross,20,American,5,2.0,2,1952,Finished,14482030.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1926-01-28,bryan,21,American,6,0.0,2,1952,Finished,14526200.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1929-11-17,reece,23,American,7,0.0,2,1952,Finished,14597120.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1906-08-16,george_connor,14,American,8,0.0,2,1952,Finished,14682490.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1916-02-06,griffith,9,American,9,0.0,2,1952,Finished,14705640.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1918-07-04,parsons,31,American,10,0.0,2,1952,Finished,14779660.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1919-10-08,mcgrath,3,American,11,0.0,2,1952,Finished,14823600.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
watson,1923-06-06,rigsby,26,American,12,0.0,2,1952,Finished,14926980.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
kurtis_kraft,1925-05-23,james,16,American,13,0.0,2,1952,Finished,14977530.0,indianapolis,http://en.wikipedia.org/wiki/1952_Indianapolis_500
