,Driver,Driver Points,Driver Standings,Driver Wins,Round,Season
14448,moreno,0.0,10,0,2,1991
14449,larini,0.0,11,0,2,1991
14450,morbidelli,0.0,12,0,2,1991
14451,tarquini,0.0,13,0,2,1991
14452,hakkinen,0.0,14,0,2,1991
14453,martini,0.0,15,0,2,1991
14454,gachot,0.0,16,0,2,1991
14455,boutsen,0.0,17,0,2,1991
14456,brundle,0.0,18,0,2,1991
14457,pirro,0.0,19,0,2,1991
14458,mansell,0.0,20,0,2,1991
14459,comas,0.0,21,0,2,1991
14460,alboreto,0.0,22,0,2,1991
14461,blundell,0.0,23,0,2,1991
14462,capelli,0.0,24,0,2,1991
14463,bernard,0.0,25,0,2,1991
14464,lehto,0.0,26,0,2,1991
14465,cesaris,0.0,27,0,2,1991
14466,gugelmin,0.0,28,0,2,1991
14467,caffi,0.0,29,0,2,1991
14468,johansson,0.0,30,0,2,1991
14469,senna,30.0,1,3,3,1991
14470,berger,10.0,2,0,3,1991
14471,prost,9.0,3,0,3,1991
14472,patrese,6.0,4,0,3,1991
14473,piquet,6.0,5,0,3,1991
14474,lehto,4.0,6,0,3,1991
14475,martini,3.0,7,0,3,1991
14476,modena,3.0,8,0,3,1991
14477,hakkinen,2.0,9,0,3,1991
14478,satoru_nakajima,2.0,10,0,3,1991
14479,alesi,1.0,11,0,3,1991
14480,suzuki,1.0,12,0,3,1991
14481,bailey,1.0,13,0,3,1991
14482,boutsen,0.0,14,0,3,1991
14483,moreno,0.0,15,0,3,1991
14484,larini,0.0,16,0,3,1991
14485,blundell,0.0,17,0,3,1991
14486,morbidelli,0.0,18,0,3,1991
14487,tarquini,0.0,19,0,3,1991
14488,poele,0.0,20,0,3,1991
14489,gachot,0.0,21,0,3,1991
14490,comas,0.0,22,0,3,1991
14491,brundle,0.0,23,0,3,1991
14492,pirro,0.0,24,0,3,1991
14493,gugelmin,0.0,25,0,3,1991
14494,mansell,0.0,26,0,3,1991
14495,cesaris,0.0,27,0,3,1991
14496,alboreto,0.0,28,0,3,1991
14497,capelli,0.0,29,0,3,1991
14498,bernard,0.0,30,0,3,1991
14499,senna,40.0,1,4,4,1991
14500,prost,11.0,2,0,4,1991
14501,berger,10.0,3,0,4,1991
14502,patrese,6.0,4,0,4,1991
14503,mansell,6.0,5,0,4,1991
14504,piquet,6.0,6,0,4,1991
14505,alesi,5.0,7,0,4,1991
14506,lehto,4.0,8,0,4,1991
14507,moreno,3.0,9,0,4,1991
14508,martini,3.0,10,0,4,1991
14509,modena,3.0,11,0,4,1991
14510,hakkinen,2.0,12,0,4,1991
14511,satoru_nakajima,2.0,13,0,4,1991
14512,pirro,1.0,14,0,4,1991
14513,suzuki,1.0,15,0,4,1991
14514,bailey,1.0,16,0,4,1991
14515,boutsen,0.0,17,0,4,1991
14516,larini,0.0,18,0,4,1991
14517,gachot,0.0,19,0,4,1991
14518,morbidelli,0.0,20,0,4,1991
14519,blundell,0.0,21,0,4,1991
14520,tarquini,0.0,22,0,4,1991
14521,bernard,0.0,23,0,4,1991
14522,poele,0.0,24,0,4,1991
14523,comas,0.0,25,0,4,1991
14524,brundle,0.0,26,0,4,1991
14525,gugelmin,0.0,27,0,4,1991
14526,cesaris,0.0,28,0,4,1991
14527,alboreto,0.0,29,0,4,1991
14528,capelli,0.0,30,0,4,1991
14529,senna,40.0,1,4,5,1991
14530,piquet,16.0,2,1,5,1991
14531,prost,11.0,3,0,5,1991
14532,patrese,10.0,4,0,5,1991
14533,berger,10.0,5,0,5,1991
14534,modena,9.0,6,0,5,1991
14535,mansell,7.0,7,0,5,1991
14536,alesi,5.0,8,0,5,1991
14537,lehto,4.0,9,0,5,1991
14538,martini,3.0,10,0,5,1991
14539,moreno,3.0,11,0,5,1991
14540,cesaris,3.0,12,0,5,1991
14541,gachot,2.0,13,0,5,1991
14542,hakkinen,2.0,14,0,5,1991
14543,satoru_nakajima,2.0,15,0,5,1991
14544,pirro,1.0,16,0,5,1991
14545,suzuki,1.0,17,0,5,1991
14546,bailey,1.0,18,0,5,1991
14547,boutsen,0.0,19,0,5,1991
14548,larini,0.0,20,0,5,1991
14549,comas,0.0,21,0,5,1991
14550,morbidelli,0.0,22,0,5,1991
14551,blundell,0.0,23,0,5,1991
14552,tarquini,0.0,24,0,5,1991
14553,bernard,0.0,25,0,5,1991
14554,poele,0.0,26,0,5,1991
14555,brundle,0.0,27,0,5,1991
14556,gugelmin,0.0,28,0,5,1991
14557,johansson,0.0,29,0,5,1991
14558,capelli,0.0,30,0,5,1991
14559,senna,44.0,1,4,6,1991
14560,patrese,20.0,2,1,6,1991
14561,piquet,16.0,3,1,6,1991
14562,mansell,13.0,4,0,6,1991
14563,prost,11.0,5,0,6,1991
14564,berger,10.0,6,0,6,1991
14565,modena,9.0,7,0,6,1991
14566,cesaris,6.0,8,0,6,1991
14567,alesi,5.0,9,0,6,1991
14568,moreno,5.0,10,0,6,1991
14569,lehto,4.0,11,0,6,1991
14570,martini,3.0,12,0,6,1991
14571,gachot,2.0,13,0,6,1991
14572,hakkinen,2.0,14,0,6,1991
14573,satoru_nakajima,2.0,15,0,6,1991
14574,pirro,1.0,16,0,6,1991
14575,bernard,1.0,17,0,6,1991
14576,suzuki,1.0,18,0,6,1991
14577,bailey,1.0,19,0,6,1991
14578,boutsen,0.0,20,0,6,1991
14579,morbidelli,0.0,21,0,6,1991
14580,larini,0.0,22,0,6,1991
14581,comas,0.0,23,0,6,1991
14582,blundell,0.0,24,0,6,1991
14583,tarquini,0.0,25,0,6,1991
14584,poele,0.0,26,0,6,1991
14585,herbert,0.0,27,0,6,1991
14586,brundle,0.0,28,0,6,1991
14587,gugelmin,0.0,29,0,6,1991
14588,johansson,0.0,30,0,6,1991
14589,senna,48.0,1,4,7,1991
14590,mansell,23.0,2,1,7,1991
14591,patrese,22.0,3,1,7,1991
14592,prost,17.0,4,0,7,1991
14593,piquet,16.0,5,1,7,1991
14594,berger,10.0,6,0,7,1991
14595,modena,9.0,7,0,7,1991
14596,alesi,8.0,8,0,7,1991
14597,cesaris,7.0,9,0,7,1991
14598,moreno,5.0,10,0,7,1991
14599,lehto,4.0,11,0,7,1991
14600,martini,3.0,12,0,7,1991
14601,gachot,2.0,13,0,7,1991
14602,hakkinen,2.0,14,0,7,1991
14603,satoru_nakajima,2.0,15,0,7,1991
14604,pirro,1.0,16,0,7,1991
14605,bernard,1.0,17,0,7,1991
14606,suzuki,1.0,18,0,7,1991
14607,bailey,1.0,19,0,7,1991
14608,boutsen,0.0,20,0,7,1991
14609,morbidelli,0.0,21,0,7,1991
14610,gugelmin,0.0,22,0,7,1991
14611,larini,0.0,23,0,7,1991
14612,comas,0.0,24,0,7,1991
14613,blundell,0.0,25,0,7,1991
14614,tarquini,0.0,26,0,7,1991
14615,poele,0.0,27,0,7,1991
14616,herbert,0.0,28,0,7,1991
14617,brundle,0.0,29,0,7,1991
14618,johansson,0.0,30,0,7,1991
14619,senna,51.0,1,4,8,1991
14620,mansell,33.0,2,2,8,1991
14621,patrese,22.0,3,1,8,1991
14622,prost,21.0,4,0,8,1991
14623,piquet,18.0,5,1,8,1991
14624,berger,16.0,6,0,8,1991
14625,modena,9.0,7,0,8,1991
14626,alesi,8.0,8,0,8,1991
14627,cesaris,7.0,9,0,8,1991
14628,moreno,5.0,10,0,8,1991
14629,lehto,4.0,11,0,8,1991
14630,martini,3.0,12,0,8,1991
14631,gachot,3.0,13,0,8,1991
14632,satoru_nakajima,2.0,14,0,8,1991
14633,hakkinen,2.0,15,0,8,1991
14634,pirro,1.0,16,0,8,1991
14635,bernard,1.0,17,0,8,1991
14636,suzuki,1.0,18,0,8,1991
14637,bailey,1.0,19,0,8,1991
14638,boutsen,0.0,20,0,8,1991
14639,morbidelli,0.0,21,0,8,1991
14640,gugelmin,0.0,22,0,8,1991
14641,larini,0.0,23,0,8,1991
14642,comas,0.0,24,0,8,1991
14643,blundell,0.0,25,0,8,1991
14644,tarquini,0.0,26,0,8,1991
14645,poele,0.0,27,0,8,1991
14646,herbert,0.0,28,0,8,1991
14647,brundle,0.0,29,0,8,1991
14648,johansson,0.0,30,0,8,1991
14649,senna,51.0,1,4,9,1991
14650,mansell,43.0,2,3,9,1991
14651,patrese,28.0,3,1,9,1991
14652,prost,21.0,4,0,9,1991
14653,berger,19.0,5,0,9,1991
14654,piquet,18.0,6,1,9,1991
14655,alesi,12.0,7,0,9,1991
14656,modena,9.0,8,0,9,1991
14657,cesaris,9.0,9,0,9,1991
14658,moreno,5.0,10,0,9,1991
14659,lehto,4.0,11,0,9,1991
14660,gachot,4.0,12,0,9,1991
14661,martini,3.0,13,0,9,1991
14662,satoru_nakajima,2.0,14,0,9,1991
14663,hakkinen,2.0,15,0,9,1991
14664,pirro,1.0,16,0,9,1991
14665,bernard,1.0,17,0,9,1991
14666,suzuki,1.0,18,0,9,1991
14667,bailey,1.0,19,0,9,1991
14668,boutsen,0.0,20,0,9,1991
14669,morbidelli,0.0,21,0,9,1991
14670,gugelmin,0.0,22,0,9,1991
14671,larini,0.0,23,0,9,1991
14672,comas,0.0,24,0,9,1991
14673,blundell,0.0,25,0,9,1991
14674,tarquini,0.0,26,0,9,1991
14675,poele,0.0,27,0,9,1991
14676,herbert,0.0,28,0,9,1991
14677,brundle,0.0,29,0,9,1991
14678,johansson,0.0,30,0,9,1991
14679,senna,61.0,1,5,10,1991
14680,mansell,49.0,2,3,10,1991
14681,patrese,32.0,3,1,10,1991
14682,berger,22.0,4,0,10,1991
14683,prost,21.0,5,0,10,1991
14684,piquet,18.0,6,1,10,1991
14685,alesi,14.0,7,0,10,1991
14686,modena,9.0,8,0,10,1991
14687,cesaris,9.0,9,0,10,1991
14688,moreno,5.0,10,0,10,1991
14689,lehto,4.0,11,0,10,1991
14690,gachot,4.0,12,0,10,1991
14691,martini,3.0,13,0,10,1991
14692,satoru_nakajima,2.0,14,0,10,1991
14693,hakkinen,2.0,15,0,10,1991
14694,pirro,1.0,16,0,10,1991
14695,bernard,1.0,17,0,10,1991
14696,capelli,1.0,18,0,10,1991
14697,suzuki,1.0,19,0,10,1991
14698,bailey,1.0,20,0,10,1991
14699,boutsen,0.0,21,0,10,1991
14700,morbidelli,0.0,22,0,10,1991
14701,gugelmin,0.0,23,0,10,1991
14702,larini,0.0,24,0,10,1991
14703,comas,0.0,25,0,10,1991
14704,blundell,0.0,26,0,10,1991
14705,tarquini,0.0,27,0,10,1991
14706,poele,0.0,28,0,10,1991
14707,herbert,0.0,29,0,10,1991
14708,brundle,0.0,30,0,10,1991
14709,senna,71.0,1,6,11,1991
14710,mansell,49.0,2,3,11,1991
14711,patrese,34.0,3,1,11,1991
14712,berger,28.0,4,0,11,1991
14713,piquet,22.0,5,1,11,1991
14714,prost,21.0,6,0,11,1991
14715,alesi,14.0,7,0,11,1991
14716,modena,9.0,8,0,11,1991
14717,cesaris,9.0,9,0,11,1991
14718,moreno,8.0,10,0,11,1991
14719,lehto,4.0,11,0,11,1991
14720,gachot,4.0,12,0,11,1991
14721,martini,3.0,13,0,11,1991
14722,satoru_nakajima,2.0,14,0,11,1991
14723,hakkinen,2.0,15,0,11,1991
14724,pirro,1.0,16,0,11,1991
14725,blundell,1.0,17,0,11,1991
14726,bernard,1.0,18,0,11,1991
14727,capelli,1.0,19,0,11,1991
14728,suzuki,1.0,20,0,11,1991
14729,bailey,1.0,21,0,11,1991
14730,boutsen,0.0,22,0,11,1991
14731,morbidelli,0.0,23,0,11,1991
14732,herbert,0.0,24,0,11,1991
14733,gugelmin,0.0,25,0,11,1991
14734,larini,0.0,26,0,11,1991
14735,comas,0.0,27,0,11,1991
14736,tarquini,0.0,28,0,11,1991
14737,brundle,0.0,29,0,11,1991
14738,poele,0.0,30,0,11,1991
14739,senna,77.0,1,6,12,1991
14740,mansell,59.0,2,4,12,1991
14741,patrese,34.0,3,1,12,1991
14742,berger,31.0,4,0,12,1991
14743,prost,25.0,5,0,12,1991
14744,piquet,23.0,6,1,12,1991
14745,alesi,14.0,7,0,12,1991
14746,modena,9.0,8,0,12,1991
14747,cesaris,9.0,9,0,12,1991
14748,moreno,8.0,10,0,12,1991
14749,lehto,4.0,11,0,12,1991
14750,gachot,4.0,12,0,12,1991
14751,martini,3.0,13,0,12,1991
14752,satoru_nakajima,2.0,14,0,12,1991
14753,hakkinen,2.0,15,0,12,1991
14754,michael_schumacher,2.0,16,0,12,1991
14755,pirro,1.0,17,0,12,1991
14756,blundell,1.0,18,0,12,1991
14757,capelli,1.0,19,0,12,1991
14758,bernard,1.0,20,0,12,1991
14759,suzuki,1.0,21,0,12,1991
14760,bailey,1.0,22,0,12,1991
14761,boutsen,0.0,23,0,12,1991
14762,morbidelli,0.0,24,0,12,1991
14763,herbert,0.0,25,0,12,1991
14764,gugelmin,0.0,26,0,12,1991
14765,larini,0.0,27,0,12,1991
14766,comas,0.0,28,0,12,1991
14767,tarquini,0.0,29,0,12,1991
14768,brundle,0.0,30,0,12,1991
14769,senna,83.0,1,6,13,1991
14770,mansell,59.0,2,4,13,1991
14771,patrese,44.0,3,2,13,1991
14772,berger,31.0,4,0,13,1991
14773,piquet,25.0,5,1,13,1991
14774,prost,25.0,6,0,13,1991
14775,alesi,18.0,7,0,13,1991
14776,modena,9.0,8,0,13,1991
14777,cesaris,9.0,9,0,13,1991
14778,moreno,8.0,10,0,13,1991
14779,martini,6.0,11,0,13,1991
14780,lehto,4.0,12,0,13,1991
14781,gachot,4.0,13,0,13,1991
14782,michael_schumacher,3.0,14,0,13,1991
14783,satoru_nakajima,2.0,15,0,13,1991
14784,hakkinen,2.0,16,0,13,1991
14785,pirro,1.0,17,0,13,1991
14786,blundell,1.0,18,0,13,1991
14787,capelli,1.0,19,0,13,1991
14788,bernard,1.0,20,0,13,1991
14789,suzuki,1.0,21,0,13,1991
14790,bailey,1.0,22,0,13,1991
14791,boutsen,0.0,23,0,13,1991
14792,gugelmin,0.0,24,0,13,1991
14793,morbidelli,0.0,25,0,13,1991
14794,herbert,0.0,26,0,13,1991
14795,larini,0.0,27,0,13,1991
14796,comas,0.0,28,0,13,1991
14797,tarquini,0.0,29,0,13,1991
14798,brundle,0.0,30,0,13,1991
14799,senna,85.0,1,6,14,1991
14800,mansell,69.0,2,5,14,1991
14801,patrese,48.0,3,2,14,1991
14802,prost,31.0,4,0,14,1991
14803,berger,31.0,5,0,14,1991
14804,piquet,25.0,6,1,14,1991
14805,alesi,21.0,7,0,14,1991
14806,modena,9.0,8,0,14,1991
14807,cesaris,9.0,9,0,14,1991
14808,moreno,8.0,10,0,14,1991
14809,martini,6.0,11,0,14,1991
14810,lehto,4.0,12,0,14,1991
14811,gachot,4.0,13,0,14,1991
14812,michael_schumacher,4.0,14,0,14,1991
14813,satoru_nakajima,2.0,15,0,14,1991
14814,hakkinen,2.0,16,0,14,1991
14815,pirro,1.0,17,0,14,1991
14816,blundell,1.0,18,0,14,1991
14817,capelli,1.0,19,0,14,1991
14818,bernard,1.0,20,0,14,1991
14819,suzuki,1.0,21,0,14,1991
14820,bailey,1.0,22,0,14,1991
14821,gugelmin,0.0,23,0,14,1991
14822,boutsen,0.0,24,0,14,1991
14823,morbidelli,0.0,25,0,14,1991
14824,herbert,0.0,26,0,14,1991
14825,larini,0.0,27,0,14,1991
14826,comas,0.0,28,0,14,1991
14827,tarquini,0.0,29,0,14,1991
14828,brundle,0.0,30,0,14,1991
14829,senna,91.0,1,6,15,1991
14830,mansell,69.0,2,5,15,1991
14831,patrese,52.0,3,2,15,1991
14832,berger,41.0,4,1,15,1991
14833,prost,34.0,5,0,15,1991
14834,piquet,25.0,6,1,15,1991
14835,alesi,21.0,7,0,15,1991
14836,modena,10.0,8,0,15,1991
14837,cesaris,9.0,9,0,15,1991
14838,moreno,8.0,10,0,15,1991
14839,martini,6.0,11,0,15,1991
14840,lehto,4.0,12,0,15,1991
14841,gachot,4.0,13,0,15,1991
14842,michael_schumacher,4.0,14,0,15,1991
14843,satoru_nakajima,2.0,15,0,15,1991
14844,hakkinen,2.0,16,0,15,1991
14845,brundle,2.0,17,0,15,1991
14846,pirro,1.0,18,0,15,1991
14847,blundell,1.0,19,0,15,1991
14848,capelli,1.0,20,0,15,1991
14849,bernard,1.0,21,0,15,1991
14850,suzuki,1.0,22,0,15,1991
14851,bailey,1.0,23,0,15,1991
14852,gugelmin,0.0,24,0,15,1991
14853,boutsen,0.0,25,0,15,1991
14854,morbidelli,0.0,26,0,15,1991
14855,herbert,0.0,27,0,15,1991
14856,larini,0.0,28,0,15,1991
14857,comas,0.0,29,0,15,1991
14858,tarquini,0.0,30,0,15,1991
14859,senna,96.0,1,7,16,1991
14860,mansell,72.0,2,5,16,1991
14861,patrese,53.0,3,2,16,1991
14862,berger,43.0,4,1,16,1991
14863,prost,34.0,5,0,16,1991
14864,piquet,,6,1,16,1991
14865,alesi,21.0,7,0,16,1991
14866,modena,10.0,8,0,16,1991
14867,cesaris,9.0,9,0,16,1991
14868,moreno,8.0,10,0,16,1991
14869,martini,6.0,11,0,16,1991
14870,lehto,4.0,12,0,16,1991
14871,gachot,4.0,13,0,16,1991
14872,michael_schumacher,4.0,14,0,16,1991
14873,satoru_nakajima,2.0,15,0,16,1991
14874,hakkinen,2.0,16,0,16,1991
14875,brundle,2.0,17,0,16,1991
14876,pirro,1.0,18,0,16,1991
14877,blundell,1.0,19,0,16,1991
14878,capelli,1.0,20,0,16,1991
14879,bernard,1.0,21,0,16,1991
14880,suzuki,1.0,22,0,16,1991
14881,bailey,1.0,23,0,16,1991
14882,morbidelli,,24,0,16,1991
14883,gugelmin,0.0,25,0,16,1991
14884,boutsen,0.0,26,0,16,1991
14885,herbert,0.0,27,0,16,1991
14886,larini,0.0,28,0,16,1991
14887,comas,0.0,29,0,16,1991
14888,tarquini,0.0,30,0,16,1991
14889,mansell,10.0,1,1,1,1992
14890,patrese,6.0,2,0,1,1992
14891,senna,4.0,3,0,1,1992
14892,michael_schumacher,3.0,4,0,1,1992
14893,berger,2.0,5,0,1,1992
14894,herbert,1.0,6,0,1,1992
14895,comas,0.0,7,0,1,1992
14896,suzuki,0.0,8,0,1,1992
14897,hakkinen,0.0,9,0,1,1992
14898,alboreto,0.0,10,0,1,1992
14899,gugelmin,0.0,11,0,1,1992
14900,katayama,0.0,12,0,1,1992
14901,poele,0.0,13,0,1,1992
14902,mansell,20.0,1,2,2,1992
14903,patrese,12.0,2,0,2,1992
14904,michael_schumacher,7.0,3,0,2,1992
14905,berger,5.0,4,0,2,1992
14906,senna,4.0,5,0,2,1992
14907,cesaris,2.0,6,0,2,1992
14908,herbert,1.0,7,0,2,1992
14909,hakkinen,1.0,8,0,2,1992
14910,comas,0.0,9,0,2,1992
14911,lehto,0.0,10,0,2,1992
14912,suzuki,0.0,11,0,2,1992
14913,alboreto,0.0,12,0,2,1992
14914,boutsen,0.0,13,0,2,1992
14915,gachot,0.0,14,0,2,1992
14916,gugelmin,0.0,15,0,2,1992
14917,katayama,0.0,16,0,2,1992
14918,poele,0.0,17,0,2,1992
14919,mansell,30.0,1,3,3,1992
14920,patrese,18.0,2,0,3,1992
14921,michael_schumacher,11.0,3,0,3,1992
14922,berger,5.0,4,0,3,1992
14923,senna,4.0,5,0,3,1992
14924,alesi,3.0,6,0,3,1992
14925,capelli,2.0,7,0,3,1992
14926,cesaris,2.0,8,0,3,1992
14927,herbert,1.0,9,0,3,1992
14928,hakkinen,1.0,10,0,3,1992
14929,alboreto,1.0,11,0,3,1992
14930,comas,0.0,12,0,3,1992
14931,morbidelli,0.0,13,0,3,1992
14932,lehto,0.0,14,0,3,1992
14933,suzuki,0.0,15,0,3,1992
14934,katayama,0.0,16,0,3,1992
14935,boutsen,0.0,17,0,3,1992
14936,gachot,0.0,18,0,3,1992
14937,gugelmin,0.0,19,0,3,1992
14938,poele,0.0,20,0,3,1992
14939,mansell,40.0,1,4,4,1992
14940,patrese,18.0,2,0,4,1992
14941,michael_schumacher,17.0,3,0,4,1992
14942,berger,8.0,4,0,4,1992
14943,alesi,7.0,5,0,4,1992
14944,senna,4.0,6,0,4,1992
14945,alboreto,3.0,7,0,4,1992
14946,capelli,2.0,8,0,4,1992
14947,cesaris,2.0,9,0,4,1992
14948,herbert,1.0,10,0,4,1992
14949,hakkinen,1.0,11,0,4,1992
14950,martini,1.0,12,0,4,1992
14951,suzuki,0.0,13,0,4,1992
14952,comas,0.0,14,0,4,1992
14953,morbidelli,0.0,15,0,4,1992
14954,lehto,0.0,16,0,4,1992
14955,wendlinger,0.0,17,0,4,1992
14956,katayama,0.0,18,0,4,1992
14957,boutsen,0.0,19,0,4,1992
14958,fittipaldi,0.0,20,0,4,1992
14959,gachot,0.0,21,0,4,1992
14960,gugelmin,0.0,22,0,4,1992
14961,belmondo,0.0,23,0,4,1992
14962,poele,0.0,24,0,4,1992
14963,mansell,50.0,1,5,5,1992
14964,patrese,24.0,2,0,5,1992
14965,michael_schumacher,17.0,3,0,5,1992
14966,senna,8.0,4,0,5,1992
14967,berger,8.0,5,0,5,1992
14968,alesi,7.0,6,0,5,1992
14969,alboreto,5.0,7,0,5,1992
14970,brundle,3.0,8,0,5,1992
14971,capelli,2.0,9,0,5,1992
14972,cesaris,2.0,10,0,5,1992
14973,martini,2.0,11,0,5,1992
14974,herbert,1.0,12,0,5,1992
14975,hakkinen,1.0,13,0,5,1992
14976,suzuki,0.0,14,0,5,1992
14977,comas,0.0,15,0,5,1992
14978,gugelmin,0.0,16,0,5,1992
14979,morbidelli,0.0,17,0,5,1992
14980,lehto,0.0,18,0,5,1992
14981,wendlinger,0.0,19,0,5,1992
14982,grouillard,0.0,20,0,5,1992
14983,katayama,0.0,21,0,5,1992
14984,boutsen,0.0,22,0,5,1992
14985,fittipaldi,0.0,23,0,5,1992
14986,gachot,0.0,24,0,5,1992
14987,belmondo,0.0,25,0,5,1992
14988,poele,0.0,26,0,5,1992
14989,mansell,56.0,1,5,6,1992
14990,patrese,28.0,2,0,6,1992
14991,michael_schumacher,20.0,3,0,6,1992
14992,senna,18.0,4,1,6,1992
14993,berger,8.0,5,0,6,1992
14994,alesi,7.0,6,0,6,1992
14995,brundle,5.0,7,0,6,1992
14996,alboreto,5.0,8,0,6,1992
14997,capelli,2.0,9,0,6,1992
14998,cesaris,2.0,10,0,6,1992
14999,martini,2.0,11,0,6,1992
15000,herbert,1.0,12,0,6,1992
15001,hakkinen,1.0,13,0,6,1992
15002,gachot,1.0,14,0,6,1992
15003,suzuki,0.0,15,0,6,1992
15004,comas,0.0,16,0,6,1992
15005,gugelmin,0.0,17,0,6,1992
15006,morbidelli,0.0,18,0,6,1992
15007,lehto,0.0,19,0,6,1992
15008,fittipaldi,0.0,20,0,6,1992
15009,wendlinger,0.0,21,0,6,1992
15010,grouillard,0.0,22,0,6,1992
15011,katayama,0.0,23,0,6,1992
15012,boutsen,0.0,24,0,6,1992
15013,belmondo,0.0,25,0,6,1992
15014,poele,0.0,26,0,6,1992
15015,mansell,56.0,1,5,7,1992
15016,patrese,28.0,2,0,7,1992
15017,michael_schumacher,26.0,3,0,7,1992
15018,senna,18.0,4,1,7,1992
15019,berger,18.0,5,1,7,1992
15020,alesi,11.0,6,0,7,1992
15021,brundle,5.0,7,0,7,1992
15022,alboreto,5.0,8,0,7,1992
15023,cesaris,4.0,9,0,7,1992
15024,wendlinger,3.0,10,0,7,1992
15025,capelli,2.0,11,0,7,1992
15026,martini,2.0,12,0,7,1992
15027,comas,1.0,13,0,7,1992
15028,herbert,1.0,14,0,7,1992
15029,hakkinen,1.0,15,0,7,1992
15030,gachot,1.0,16,0,7,1992
15031,suzuki,0.0,17,0,7,1992
15032,gugelmin,0.0,18,0,7,1992
15033,morbidelli,0.0,19,0,7,1992
15034,lehto,0.0,20,0,7,1992
15035,fittipaldi,0.0,21,0,7,1992
15036,grouillard,0.0,22,0,7,1992
15037,katayama,0.0,23,0,7,1992
15038,boutsen,0.0,24,0,7,1992
15039,belmondo,0.0,25,0,7,1992
15040,poele,0.0,26,0,7,1992
15041,mansell,66.0,1,6,8,1992
15042,patrese,34.0,2,0,8,1992
15043,michael_schumacher,26.0,3,0,8,1992
15044,senna,18.0,4,1,8,1992
15045,berger,18.0,5,1,8,1992
15046,alesi,11.0,6,0,8,1992
15047,brundle,9.0,7,0,8,1992
15048,alboreto,5.0,8,0,8,1992
15049,hakkinen,4.0,9,0,8,1992
15050,cesaris,4.0,10,0,8,1992
15051,wendlinger,3.0,11,0,8,1992
15052,comas,3.0,12,0,8,1992
15053,capelli,2.0,13,0,8,1992
15054,herbert,2.0,14,0,8,1992
15055,martini,2.0,15,0,8,1992
15056,gachot,1.0,16,0,8,1992
15057,suzuki,0.0,17,0,8,1992
15058,morbidelli,0.0,18,0,8,1992
15059,gugelmin,0.0,19,0,8,1992
15060,lehto,0.0,20,0,8,1992
15061,grouillard,0.0,21,0,8,1992
15062,fittipaldi,0.0,22,0,8,1992
15063,katayama,0.0,23,0,8,1992
15064,boutsen,0.0,24,0,8,1992
15065,belmondo,0.0,25,0,8,1992
15066,poele,0.0,26,0,8,1992
15067,mansell,76.0,1,7,9,1992
15068,patrese,40.0,2,0,9,1992
15069,michael_schumacher,29.0,3,0,9,1992
15070,berger,20.0,4,1,9,1992
15071,senna,18.0,5,1,9,1992
15072,brundle,13.0,6,0,9,1992
15073,alesi,11.0,7,0,9,1992
15074,hakkinen,5.0,8,0,9,1992
15075,alboreto,5.0,9,0,9,1992
15076,cesaris,4.0,10,0,9,1992
15077,wendlinger,3.0,11,0,9,1992
15078,comas,3.0,12,0,9,1992
15079,capelli,2.0,13,0,9,1992
15080,herbert,2.0,14,0,9,1992
15081,martini,2.0,15,0,9,1992
15082,gachot,1.0,16,0,9,1992
15083,suzuki,0.0,17,0,9,1992
15084,morbidelli,0.0,18,0,9,1992
15085,gugelmin,0.0,19,0,9,1992
15086,lehto,0.0,20,0,9,1992
15087,grouillard,0.0,21,0,9,1992
15088,fittipaldi,0.0,22,0,9,1992
15089,katayama,0.0,23,0,9,1992
15090,boutsen,0.0,24,0,9,1992
15091,belmondo,0.0,25,0,9,1992
15092,poele,0.0,26,0,9,1992
15093,tarquini,0.0,27,0,9,1992
15094,damon_hill,0.0,28,0,9,1992
15095,mansell,86.0,1,8,10,1992
15096,patrese,40.0,2,0,10,1992
15097,michael_schumacher,33.0,3,0,10,1992
15098,senna,24.0,4,1,10,1992
15099,berger,20.0,5,1,10,1992
15100,brundle,16.0,6,0,10,1992
15101,alesi,13.0,7,0,10,1992
15102,hakkinen,5.0,8,0,10,1992
15103,alboreto,5.0,9,0,10,1992
15104,cesaris,4.0,10,0,10,1992
15105,comas,4.0,11,0,10,1992
15106,wendlinger,3.0,12,0,10,1992
15107,capelli,2.0,13,0,10,1992
15108,herbert,2.0,14,0,10,1992
15109,martini,2.0,15,0,10,1992
15110,gachot,1.0,16,0,10,1992
15111,suzuki,0.0,17,0,10,1992
15112,morbidelli,0.0,18,0,10,1992
15113,boutsen,0.0,19,0,10,1992
15114,gugelmin,0.0,20,0,10,1992
15115,lehto,0.0,21,0,10,1992
15116,grouillard,0.0,22,0,10,1992
15117,fittipaldi,0.0,23,0,10,1992
15118,katayama,0.0,24,0,10,1992
15119,belmondo,0.0,25,0,10,1992
15120,poele,0.0,26,0,10,1992
15121,tarquini,0.0,27,0,10,1992
15122,damon_hill,0.0,28,0,10,1992
15123,mansell,92.0,1,8,11,1992
15124,patrese,40.0,2,0,11,1992
15125,senna,34.0,3,2,11,1992
15126,michael_schumacher,33.0,4,0,11,1992
15127,berger,24.0,5,1,11,1992
15128,brundle,18.0,6,0,11,1992
15129,alesi,13.0,7,0,11,1992
15130,hakkinen,8.0,8,0,11,1992
15131,alboreto,5.0,9,0,11,1992
